Mon,Day,DOY,Hour,DOY.h,foF2o,foF2m,SSN,Kp,Dst,TEC
6,12,163,4,163.17,6.25,6.22,197,1.33,-7,12.34
6,12,163,5,163.21,6.38,6.47,197,1.33,-6,16.32
6,12,163,6,163.25,7.31,6.94,197,0.33,-6,20.42
6,12,163,7,163.29,7.62,7.33,197,0.33,-7,22.89
6,12,163,8,163.33,7.83,7.5,197,0.33,-8,23.35
6,12,163,9,163.38,8.18,7.59,197,0.33,-7,24.51
6,12,163,10,163.42,7.58,7.78,197,0.33,-6,25.22
6,12,163,11,163.46,6.97,8.04,197,0.33,-6,24.67
6,12,163,12,163.5,7.17,8.2,197,0.33,-5,25.3
6,12,163,13,163.54,7.33,8.16,197,0.33,-3,26.64
6,12,163,14,163.58,7.47,8.01,197,0.33,0,26.02
6,12,163,15,163.62,7.67,7.9,197,0.67,0,25.93
6,12,163,16,163.67,7.7,7.92,197,0.67,-1,25.63
6,12,163,17,163.71,7.6,8.05,197,0.67,0,23.71
6,12,163,18,163.75,8.12,8.12,197,0.67,2,25.97
6,12,163,19,163.79,8.6,8.05,197,0.67,0,26.16
6,12,163,20,163.83,9.1,7.92,197,0.67,1,25.53
6,12,163,21,163.88,7.9,7.84,197,0.67,-1,23.76
6,12,163,22,163.92,7.9,7.76,197,0.67,2,20.7
6,12,163,23,163.96,7.85,7.55,197,0.67,5,19.7
6,13,164,0,164,7.78,7.21,182,1,3,20.04
6,13,164,1,164.04,7.9,6.87,182,1,2,19.31
6,13,164,2,164.08,7.88,6.56,182,1,3,17.48
6,13,164,3,164.12,7.42,6.3,182,0.33,6,14.85
6,13,164,4,164.17,7.12,6.23,182,0.33,9,14.61
6,13,164,5,164.21,7.62,6.48,182,0.33,11,18.89
6,13,164,6,164.25,8.4,6.94,182,0.67,11,24.42
6,13,164,7,164.29,9.57,7.33,182,0.67,9,28.39
6,13,164,8,164.33,8.55,7.49,182,0.67,9,28.32
6,13,164,9,164.38,8.57,7.57,182,0.67,7,28.12
6,13,164,10,164.42,8.35,7.76,182,0.67,10,30.82
6,13,164,11,164.46,8.62,8.02,182,0.67,14,31.8
6,13,164,12,164.5,8.85,8.17,182,1.67,21,34.14
6,13,164,13,164.54,9,8.13,182,1.67,24,34
6,13,164,14,164.58,9.43,7.98,182,1.67,23,32.59
6,13,164,15,164.62,9.78,7.87,182,1.33,22,34.03
6,13,164,16,164.67,9.47,7.9,182,1.33,19,33.36
6,13,164,17,164.71,9.8,8.02,182,1.33,17,31.26
6,13,164,18,164.75,9.47,8.1,182,1.33,17,29.74
6,13,164,19,164.79,9.3,8.03,182,1.33,15,28.24
6,13,164,20,164.83,9.3,7.91,182,1.33,14,26.51
6,13,164,21,164.88,8.55,7.84,182,1.33,11,24.85
6,13,164,22,164.92,8.4,7.76,182,1.33,8,21.25
6,13,164,23,164.96,8.45,7.55,182,1.33,6,21.16
6,14,165,0,165,7.85,7.21,137,2,1,21.54
6,14,165,1,165.04,7.33,6.87,137,2,2,20.53
6,14,165,2,165.08,7.28,6.56,137,2,2,18.1
6,14,165,3,165.12,6.88,6.31,137,2,6,17.01
6,14,165,4,165.17,6.6,6.23,137,2,11,17.92
6,14,165,5,165.21,6.76,6.48,137,2,4,20.4
6,14,165,6,165.25,7.25,6.94,137,2.67,2,23.13
6,14,165,7,165.29,8.12,7.32,137,2.67,2,24.59
6,14,165,8,165.33,8.75,7.48,137,2.67,-5,27.08
6,14,165,9,165.38,8.28,7.56,137,1.33,-6,28.56
6,14,165,10,165.42,8.62,7.75,137,1.33,-2,32.19
6,14,165,11,165.46,8.57,8,137,1.33,0,31.25
6,14,165,12,165.5,8.47,8.14,137,1,-1,33.43
6,14,165,13,165.54,8.57,8.1,137,1,-1,33.47
6,14,165,14,165.58,8.53,7.95,137,1,-1,29.43
6,14,165,15,165.62,8.53,7.84,137,1.33,-1,30.14
6,14,165,16,165.67,7.83,7.87,137,1.33,0,26.3
6,14,165,17,165.71,7.33,8,137,1.33,-2,22.82
6,14,165,18,165.75,7.2,8.08,137,2,-5,24.06
6,14,165,19,165.79,7.75,8.02,137,2,-4,24.69
6,14,165,20,165.83,9.15,7.9,137,2,0,27.01
6,14,165,21,165.88,9.25,7.84,137,1,-2,27.5
6,14,165,22,165.92,8.8,7.76,137,1,-5,24.32
6,14,165,23,165.96,7.85,7.55,137,1,-2,20.69
6,15,166,0,166,6.95,7.22,74,1,-2,14.67
6,15,166,1,166.04,6.62,6.87,74,1,-4,14.07
6,15,166,2,166.08,6.5,6.56,74,1,-2,11.92
6,15,166,3,166.12,5.97,6.31,74,0.33,-2,10.36
6,15,166,4,166.17,6.1,6.24,74,0.33,-1,11.71
6,15,166,5,166.21,6.88,6.48,74,0.33,0,15.41
6,15,166,6,166.25,8.6,6.94,74,1,0,20.48
6,15,166,7,166.29,7.95,7.32,74,1,1,24.19
6,15,166,8,166.33,8.18,7.47,74,1,-1,26.4
6,15,166,9,166.38,8.97,7.55,74,1,-1,25.82
6,15,166,10,166.42,8.75,7.73,74,1,0,29.5
6,15,166,11,166.46,8.5,7.98,74,1,0,30.03
6,15,166,12,166.5,9.2,8.12,74,1,1,34.22
6,15,166,13,166.54,9.97,8.07,74,1,1,31.84
6,15,166,14,166.58,9.05,7.91,74,1,0,31.12
6,15,166,15,166.62,8.76,7.8,74,0.67,2,30.45
6,15,166,16,166.67,8.82,7.84,74,0.67,2,31.96
6,15,166,17,166.71,8.43,7.97,74,0.67,4,27.15
6,15,166,18,166.75,8.6,8.05,74,0.33,5,24.52
6,15,166,19,166.79,9.4,8,74,0.33,6,26.93
6,15,166,20,166.83,10.1,7.89,74,0.33,7,28.54
6,15,166,21,166.88,8.65,7.84,74,0.67,7,24.99
6,15,166,22,166.92,8.15,7.76,74,0.67,4,20.05
6,15,166,23,166.96,8.2,7.55,74,0.67,2,19.64
6,16,167,0,167,6.85,7.21,84,0.67,2,14.56
6,16,167,1,167.04,6.47,6.86,84,0.67,2,12.97
6,16,167,2,167.08,6.38,6.55,84,0.67,3,11.71
6,16,167,3,167.12,6.28,6.3,84,1.33,5,10.98
6,16,167,4,167.17,6.1,6.22,84,1.33,4,12.26
6,16,167,5,167.21,7,6.47,84,1.33,5,17.22
6,16,167,6,167.25,8.2,6.93,84,1,8,23.3
6,16,167,7,167.29,9.62,7.31,84,1,4,27.73
6,16,167,8,167.33,8.78,7.46,84,1,3,27.42
6,16,167,9,167.38,9.32,7.54,84,0.67,5,28.1
6,16,167,10,167.42,8.32,7.72,84,0.67,6,29.91
6,16,167,11,167.46,9,7.97,84,0.67,7,29.56
6,16,167,12,167.5,8.43,8.11,84,2,6,27.82
6,16,167,13,167.54,8.88,8.07,84,2,5,30.9
6,16,167,14,167.58,9.3,7.91,84,2,4,29.03
6,16,167,15,167.62,9.32,7.8,84,1.67,2,30.36
6,16,167,16,167.67,8.7,7.83,84,1.67,1,27.92
6,16,167,17,167.71,8.57,7.97,84,1.67,-2,25.04
6,16,167,18,167.75,8.8,8.05,84,1,-3,25.02
6,16,167,19,167.79,9.05,8,84,1,0,21.39
6,16,167,20,167.83,8.4,7.89,84,1,-1,20.01
6,16,167,21,167.88,7.15,7.83,84,1,0,17.35
6,16,167,22,167.92,7.15,7.76,84,1,-1,14.58
6,16,167,23,167.96,7.15,7.54,84,1,-6,13.72
6,17,168,0,168,6.6,7.21,95,2,-8,14.69
6,17,168,1,168.04,6.1,6.86,95,2,-9,12.97
6,17,168,2,168.08,6.08,6.54,95,2,-4,11.55
6,17,168,3,168.12,5.75,6.29,95,1.33,-2,11.08
6,17,168,4,168.17,5.67,6.21,95,1.33,1,10.95
6,17,168,5,168.21,5.78,6.46,95,1.33,-1,14.1
6,17,168,6,168.25,6.88,6.92,95,2.33,-3,17.95
6,17,168,7,168.29,8.1,7.3,95,2.33,-8,19.45
6,17,168,8,168.33,6.2,7.45,95,2.33,-15,19.05
6,17,168,9,168.38,7.9,7.53,95,1,-9,21.09
6,17,168,10,168.42,6.38,7.71,95,1,-4,22.4
6,17,168,11,168.46,7.47,7.96,95,1,1,25.54
6,17,168,12,168.5,8.47,8.11,95,1.33,5,28.22
6,17,168,13,168.54,9.07,8.06,95,1.33,8,30.58
6,17,168,14,168.58,8.6,7.91,95,1.33,8,27.14
6,17,168,15,168.62,8.68,7.8,95,1,9,28.13
6,17,168,16,168.67,8.38,7.83,95,1,9,27.15
6,17,168,17,168.71,8.22,7.96,95,1,9,24.23
6,17,168,18,168.75,8.3,8.05,95,2.33,8,25.17
6,17,168,19,168.79,8.75,7.99,95,2.33,10,23.79
6,17,168,20,168.83,9.15,7.88,95,2.33,5,23.26
6,17,168,21,168.88,8.6,7.82,95,3.33,-8,21.4
6,17,168,22,168.92,7.9,7.75,95,3.33,-14,18.97
6,17,168,23,168.96,6.8,7.5,95,3.33,-14,16.01
6,18,169,0,169,6.1,7.2,120,3,-23,13.95
6,18,169,1,169.04,6.42,6.85,120,3,-26,13.28
6,18,169,2,169.08,6.05,6.54,120,3,-25,11.97
6,18,169,3,169.12,6.2,6.28,120,2,-22,11.55
6,18,169,4,169.17,5.83,6.2,120,2,-18,12.12
6,18,169,5,169.21,7.15,6.44,120,2,-14,16.02
6,18,169,6,169.25,9.07,6.91,120,2.33,-17,21.39
6,18,169,7,169.29,7.7,7.29,120,2.33,-21,22.05
6,18,169,8,169.33,7.55,7.44,120,2.33,-22,21.77
6,18,169,9,169.38,7.35,7.52,120,2,-25,24.77
6,18,169,10,169.42,8.35,7.7,120,2,-22,31.07
6,18,169,11,169.46,9.95,7.96,120,2,-19,35.68
6,18,169,12,169.5,10.55,8.1,120,1.67,-15,36.69
6,18,169,13,169.54,10.5,8.06,120,1.67,-13,36.64
6,18,169,14,169.58,9.68,7.91,120,1.67,-14,29.98
6,18,169,15,169.62,8.82,7.79,120,3.33,-15,27.15
6,18,169,16,169.67,8.12,7.82,120,3.33,-22,22.94
6,18,169,17,169.71,6.9,7.96,120,3.33,-26,21.84
6,18,169,18,169.75,8.43,8.04,120,4,-24,25.23
6,18,169,19,169.79,10.15,7.99,120,4,-21,27.73
6,18,169,20,169.83,9.5,7.88,120,4,-14,26.4
6,18,169,21,169.88,8.9,7.8,120,4.67,-17,23.74
6,18,169,22,169.92,8.4,7.72,120,4.67,-34,20.82
6,18,169,23,169.96,6.95,7.53,120,4.67,-25,15.78
6,19,170,0,170,6.2,7.16,95,2.67,-14,13.95
6,19,170,1,170.04,6.9,6.81,95,2.67,-8,14.48
6,19,170,2,170.08,6.95,6.49,95,2.67,-9,13.32
6,19,170,3,170.12,7.08,6.22,95,3,-17,12.02
6,19,170,4,170.17,6.12,6.13,95,3,-13,11.48
6,19,170,5,170.21,6.45,6.34,95,3,-13,13.27
6,19,170,6,170.25,5,6.8,95,2.67,-11,13.43
6,19,170,7,170.29,5.45,7.18,95,2.67,-13,14.62
6,19,170,8,170.33,6.17,7.34,95,2.67,-18,16.59
6,19,170,9,170.38,5.85,7.44,95,1.33,-16,17.86
6,19,170,10,170.42,6.92,7.63,95,1.33,-13,21.81
6,19,170,11,170.46,nan,7.89,95,1.33,-16,nan
6,19,170,12,170.5,6.67,8.03,95,1.33,-14,19.26
6,19,170,13,170.54,6.05,8,95,1.33,-16,19.27
6,19,170,14,170.58,6.42,7.85,95,1.33,-16,17.83
6,19,170,15,170.62,6.78,7.74,95,1.67,-14,19.59
6,19,170,16,170.67,6.83,7.78,95,1.67,-14,18.78
6,19,170,17,170.71,7.17,7.92,95,1.67,-15,19.06
6,19,170,18,170.75,6.97,8.01,95,2,-15,17.72
6,19,170,19,170.79,7.3,7.97,95,2,-13,16.48
6,19,170,20,170.83,7,7.86,95,2,-15,15.75
6,19,170,21,170.88,6.7,7.8,95,2,-14,14.34
6,19,170,22,170.92,6.4,7.74,95,2,-14,12.79
6,19,170,23,170.96,6.15,7.53,95,2,-14,12.44
6,20,171,0,171,6.1,7.19,80,1.33,-14,12.07
6,20,171,1,171.04,6.05,6.84,80,1.33,-12,11.31
6,20,171,2,171.08,5.75,6.52,80,1.33,-11,10.13
6,20,171,3,171.12,5.45,6.25,80,1,-9,9.21
6,20,171,4,171.17,5.5,6.17,80,1,-8,9.37
6,20,171,5,171.21,5.78,6.41,80,1,-7,11.91
6,20,171,6,171.25,6.75,6.88,80,2.33,-8,15.9
6,20,171,7,171.29,6.67,7.27,80,2.33,-6,17.23
6,20,171,8,171.33,6.15,7.42,80,2.33,-7,17.01
6,20,171,9,171.38,nan,7.5,80,2,-7,nan
6,20,171,10,171.42,6.28,7.69,80,2,-5,20.42
6,20,171,11,171.46,6.3,7.94,80,2,-1,20.61
6,20,171,12,171.5,6.88,8.09,80,2.67,2,22.38
6,20,171,13,171.54,7.53,8.05,80,2.67,1,22.92
6,20,171,14,171.58,6.78,7.9,80,2.67,6,19.3
6,20,171,15,171.62,6.42,7.79,80,3,3,19.96
6,20,171,16,171.67,6.83,7.81,80,3,6,18.9
6,20,171,17,171.71,6.5,7.95,80,3,7,18.85
6,20,171,18,171.75,7.53,8.04,80,1.33,8,20.37
6,20,171,19,171.79,8.75,7.98,80,1.33,8,21.56
6,20,171,20,171.83,9.15,7.87,80,1.33,4,20.58
6,20,171,21,171.88,7.15,7.8,80,2,1,16.52
6,20,171,22,171.92,6.75,7.73,80,2,-4,13.79
6,20,171,23,171.96,6.25,7.52,80,2,-4,12.21
6,21,172,0,172,5.8,7.19,93,1.67,-1,11.33
6,21,172,1,172.04,5.58,6.83,93,1.67,4,10.31
6,21,172,2,172.08,5.35,6.51,93,1.67,9,9.18
6,21,172,3,172.12,5.2,6.24,93,2,9,8.7
6,21,172,4,172.17,5.2,6.16,93,2,5,8.66
6,21,172,5,172.21,5.58,6.4,93,2,2,11.78
6,21,172,6,172.25,6.33,6.87,93,2,0,15.92
6,21,172,7,172.29,6.75,7.26,93,2,-8,17.86
6,21,172,8,172.33,6.6,7.42,93,2,-17,18.54
6,21,172,9,172.38,7.1,7.5,93,1.67,-23,20.4
6,21,172,10,172.42,nan,7.68,93,1.67,-21,nan
6,21,172,11,172.46,7.25,7.94,93,1.67,-18,24.06
6,21,172,12,172.5,nan,8.09,93,0.67,-18,nan
6,21,172,13,172.54,8.57,8.05,93,0.67,-16,27.33
6,21,172,14,172.58,8.38,7.9,93,0.67,-16,23.91
6,21,172,15,172.62,8.57,7.78,93,0.67,-14,24.06
6,21,172,16,172.67,7.42,7.81,93,0.67,-13,19.7
6,21,172,17,172.71,6.97,7.94,93,0.67,-10,18.83
6,21,172,18,172.75,7.42,8.03,93,0,-9,18.35
6,21,172,19,172.79,7.65,7.98,93,0,-11,18.48
6,21,172,20,172.83,8.05,7.87,93,0,-13,17.66
6,21,172,21,172.88,8.1,7.8,93,0.67,-14,17.61
6,21,172,22,172.92,7.85,7.72,93,0.67,-12,17.08
6,21,172,23,172.96,7.55,7.52,93,0.67,-6,14.57
6,22,173,0,173,5.95,7.18,90,0.33,-3,12.28
6,22,173,1,173.04,5.8,6.82,90,0.33,-4,10.39
6,22,173,2,173.08,5.67,6.5,90,0.33,-4,9.2
6,22,173,3,173.12,5.5,6.23,90,1,-4,8.4
6,22,173,4,173.17,5.35,6.14,90,1,-6,8.18
6,22,173,5,173.21,5.54,6.38,90,1,-7,10.89
6,22,173,6,173.25,6.62,6.85,90,0.67,-6,15.57
6,22,173,7,173.29,6.95,7.25,90,0.67,-5,17.61
6,22,173,8,173.33,7.2,7.41,90,0.67,-5,18.62
6,22,173,9,173.38,nan,7.49,90,0.33,-5,nan
6,22,173,10,173.42,8.1,7.67,90,0.33,-4,23.14
6,22,173,11,173.46,7.5,7.93,90,0.33,-5,23.45
6,22,173,12,173.5,7.85,8.08,90,0.67,-5,24.59
6,22,173,13,173.54,7.05,8.04,90,0.67,-8,23.76
6,22,173,14,173.58,7.58,7.89,90,0.67,-9,23.37
6,22,173,15,173.62,7.62,7.78,90,0.67,-9,24.94
6,22,173,16,173.67,7.72,7.8,90,0.67,-8,23.69
6,22,173,17,173.71,7.9,7.94,90,0.67,-9,24.25
6,22,173,18,173.75,8.1,8.03,90,1,-9,23.89
6,22,173,19,173.79,9.4,7.98,90,1,-10,24.9
6,22,173,20,173.83,10.2,7.86,90,1,-14,25.43
6,22,173,21,173.88,9.5,7.79,90,1.33,-15,22.12
6,22,173,22,173.92,6.75,7.72,90,1.33,-13,16.82
6,22,173,23,173.96,6.3,7.51,90,1.33,-11,14.35
6,23,174,0,174,6.2,7.18,77,0.33,-9,13.16
6,23,174,1,174.04,6.12,6.82,77,0.33,-2,11.61
6,23,174,2,174.08,6.12,6.49,77,0.33,2,11.29
6,23,174,3,174.12,6.05,6.22,77,0.33,2,10.63
6,23,174,4,174.17,5.15,6.13,77,0.33,1,8.75
6,23,174,5,174.21,5.2,6.37,77,0.33,0,10.95
6,23,174,6,174.25,5.75,6.84,77,0.33,-2,15.74
6,23,174,7,174.29,7.58,7.23,77,0.33,-4,18.37
6,23,174,8,174.33,8.25,7.4,77,0.33,-5,20.01
6,23,174,9,174.38,6.58,7.48,77,0.33,-3,17.18
6,23,174,10,174.42,6.7,7.67,77,0.33,-3,17.37
6,23,174,11,174.46,6.35,7.92,77,0.33,-4,16.78
6,23,174,12,174.5,5.83,8.08,77,0.33,-3,17.04
6,23,174,13,174.54,6.2,8.04,77,0.33,0,17.69
6,23,174,14,174.58,6.75,7.89,77,0.33,2,18.86
6,23,174,15,174.62,7.03,7.78,77,0.33,3,20.31
6,23,174,16,174.67,7.2,7.8,77,0.33,3,19.58
6,23,174,17,174.71,7.28,7.93,77,0.33,2,20.17
6,23,174,18,174.75,8.38,8.03,77,0.33,3,20.48
6,23,174,19,174.79,8.85,7.98,77,0.33,2,20.29
6,23,174,20,174.83,8,7.86,77,0.33,3,19.24
6,23,174,21,174.88,7.15,7.78,77,3,1,15.84
6,23,174,22,174.92,6.5,7.71,77,3,-1,13.94
6,23,174,23,174.96,6.7,7.51,77,3,10,13.56
6,24,175,0,175,6.95,7.17,40,2.33,9,14.27
6,24,175,1,175.04,6.62,6.81,40,2.33,14,12.11
6,24,175,2,175.08,6.42,6.48,40,2.33,16,10.54
6,24,175,3,175.12,5.67,6.21,40,2.67,12,9.47
6,24,175,4,175.17,4.92,6.12,40,2.67,3,8.02
6,24,175,5,175.21,5.38,6.36,40,2.67,-1,10.64
6,24,175,6,175.25,6.47,6.83,40,1.67,-5,16.38
6,24,175,7,175.29,8.22,7.22,40,1.67,-5,19.52
6,24,175,8,175.33,7.97,7.39,40,1.67,-5,21.01
6,24,175,9,175.38,7.65,7.47,40,0.67,-4,20.18
6,24,175,10,175.42,7.12,7.66,40,0.67,-3,19.87
6,24,175,11,175.46,6.92,7.92,40,0.67,-2,20.05
6,24,175,12,175.5,6.42,8.07,40,0.33,-1,20.45
6,24,175,13,175.54,6.62,8.04,40,0.33,-1,20.49
6,24,175,14,175.58,7.28,7.89,40,0.33,0,21.03
6,24,175,15,175.62,7.15,7.77,40,0.67,-1,21.21
6,24,175,16,175.67,6.7,7.79,40,0.67,0,19.09
6,24,175,17,175.71,6.65,7.93,40,0.67,1,19.65
6,24,175,18,175.75,nan,8.02,40,1.67,3,nan
6,24,175,19,175.79,nan,7.97,40,1.67,9,nan
6,24,175,20,175.83,9.25,7.85,40,1.67,7,23.58
6,24,175,21,175.88,9.3,7.78,40,0.67,3,21.57
6,24,175,22,175.92,7.8,7.71,40,0.67,-2,17.15
6,24,175,23,175.96,6.55,7.5,40,0.67,-4,13.99
6,25,176,0,176,6.15,7.17,55,0.67,-1,11.84
6,25,176,1,176.04,5.35,6.8,55,0.67,1,10.13
6,25,176,2,176.08,5.15,6.47,55,0.67,3,9.65
6,25,176,3,176.12,4.92,6.2,55,0.67,4,9.02
6,25,176,4,176.17,4.72,6.1,55,0.67,6,9.18
6,25,176,5,176.21,5.92,6.34,55,0.67,7,13.05
6,25,176,6,176.25,7.58,6.81,55,1.33,3,19.05
6,25,176,7,176.29,7.9,7.21,55,1.33,-2,20.25
6,25,176,8,176.33,7.25,7.38,55,1.33,-9,20.23
6,25,176,9,176.38,nan,7.46,55,1,-5,nan
6,25,176,10,176.42,7.3,7.65,55,1,0,23.14
6,25,176,11,176.46,7.58,7.91,55,1,7,25.46
6,25,176,12,176.5,7.92,8.07,55,1,14,27.59
6,25,176,13,176.54,7.55,8.03,55,1,14,25.47
6,25,176,14,176.58,7.67,7.89,55,1,18,25.14
6,25,176,15,176.62,7.75,7.77,55,1.67,15,24.11
6,25,176,16,176.67,7.53,7.79,55,1.67,12,21.01
6,25,176,17,176.71,6.95,7.92,55,1.67,9,19.51
6,25,176,18,176.75,6.85,8.02,55,1,17,18.19
6,25,176,19,176.79,7.65,7.97,55,1,19,19.22
6,25,176,20,176.83,7.5,7.85,55,1,16,18.44
6,25,176,21,176.88,7.3,7.77,55,2,1,16.97
6,25,176,22,176.92,7.75,7.7,55,2,1,17.29
6,25,176,23,176.96,7.25,7.5,55,2,1,16.31
6,26,177,0,177,6.85,7.16,67,0.33,0,13.19
6,26,177,1,177.04,5.97,6.79,67,0.33,3,10.26
6,26,177,2,177.08,5.4,6.46,67,0.33,6,8.51
6,26,177,3,177.12,5.08,6.19,67,0.33,10,7.54
6,26,177,4,177.17,5.05,6.09,67,0.33,12,7.48
6,26,177,5,177.21,5.94,6.33,67,0.33,14,10.45
6,26,177,6,177.25,6.3,6.8,67,0.67,11,15.05
6,26,177,7,177.29,7.05,7.2,67,0.67,6,16.57
6,26,177,8,177.33,nan,7.37,67,0.67,5,nan
6,26,177,9,177.38,nan,7.45,67,1.33,3,nan
6,26,177,10,177.42,nan,7.64,67,1.33,1,nan
6,26,177,11,177.46,7.85,7.91,67,1.33,0,24.82
6,26,177,12,177.5,8.1,8.06,67,2.33,-3,27.46
6,26,177,13,177.54,8.1,8.03,67,2.33,-4,27.22
6,26,177,14,177.58,7.83,7.88,67,2.33,-6,27.43
6,26,177,15,177.62,8.03,7.76,67,1,-7,26.94
6,26,177,16,177.67,7.67,7.78,67,1,-2,23.11
6,26,177,17,177.71,8.1,7.92,67,1,2,23.73
6,26,177,18,177.75,7.85,8.02,67,0.67,1,19.92
6,26,177,19,177.79,7.15,7.97,67,0.67,-2,18.21
6,26,177,20,177.83,7.7,7.84,67,0.67,-1,18.42
6,26,177,21,177.88,7.4,7.76,67,0,-1,16.84
6,26,177,22,177.92,7.55,7.69,67,0,0,15.01
6,26,177,23,177.96,7.2,7.49,67,0,0,13.81
6,27,178,0,178,6.5,7.15,67,1,-2,10.82
6,27,178,1,178.04,6.1,6.79,67,1,3,9.48
6,27,178,2,178.08,6.08,6.45,67,1,6,8.69
6,27,178,3,178.12,5.83,6.17,67,0.33,7,8.45
6,27,178,4,178.17,5.58,6.08,67,0.33,5,8.78
6,27,178,5,178.21,6.1,6.31,67,0.33,3,12.25
6,27,178,6,178.25,7.78,6.79,67,0,1,19.2
6,27,178,7,178.29,9.03,7.19,67,0,1,22.37
6,27,178,8,178.33,8.6,7.36,67,0,2,20.74
6,27,178,9,178.38,6.75,7.45,67,0.33,4,18.46
6,27,178,10,178.42,7.2,7.64,67,0.33,5,20.07
6,27,178,11,178.46,7.2,7.9,67,0.33,4,21.14
6,27,178,12,178.5,6.7,8.06,67,0.67,3,21.76
6,27,178,13,178.54,7.28,8.03,67,0.67,2,22.54
6,27,178,14,178.58,8.15,7.88,67,0.67,2,25.88
6,27,178,15,178.62,8.62,7.76,67,0.67,2,26.65
6,27,178,16,178.67,8.57,7.78,67,0.67,3,23.72
6,27,178,17,178.71,8.47,7.91,67,0.67,3,23.5
6,27,178,18,178.75,8.57,8.01,67,1.33,4,21.47
6,27,178,19,178.79,8.95,7.97,67,1.33,3,21.64
6,27,178,20,178.83,8.4,7.84,67,1.33,6,20.2
6,27,178,21,178.88,7.95,7.76,67,0.67,6,17.5
6,27,178,22,178.92,7.65,7.69,67,0.67,5,16.11
6,27,178,23,178.96,7.15,7.49,67,0.67,5,14.38
6,28,179,0,179,6.85,7.15,71,1,6,12.44
6,28,179,1,179.04,6.55,6.78,71,1,6,10.52
6,28,179,2,179.08,6.1,6.44,71,1,11,9.11
6,28,179,3,179.12,5.83,6.16,71,1.33,14,9.23
6,28,179,4,179.17,5.72,6.06,71,1.33,10,8.74
6,28,179,5,179.21,5.25,6.3,71,1.33,7,11.3
6,28,179,6,179.25,6.05,6.78,71,0.67,5,15.82
6,28,179,7,179.29,6.3,7.18,71,0.67,7,17.53
6,28,179,8,179.33,7.05,7.35,71,0.67,9,19.05
6,28,179,9,179.38,8.03,7.44,71,1,9,22.04
6,28,179,10,179.42,7.1,7.63,71,1,8,19.99
6,28,179,11,179.46,nan,7.89,71,1,4,nan
6,28,179,12,179.5,nan,8.05,71,2.67,3,nan
6,28,179,13,179.54,6.9,8.02,71,2.67,0,23.1
6,28,179,14,179.58,6.97,7.88,71,2.67,-3,24.78
6,28,179,15,179.62,7.47,7.76,71,2.33,-5,25.82
6,28,179,16,179.67,7.97,7.77,71,2.33,-4,23.74
6,28,179,17,179.71,8.15,7.91,71,2.33,2,21.3
6,28,179,18,179.75,8.65,8.01,71,1,7,22.06
6,28,179,19,179.79,9.15,7.96,71,1,6,21.84
6,28,179,20,179.83,8.65,7.83,71,1,0,20.49
6,28,179,21,179.88,8.5,7.75,71,0.67,-5,18.31
6,28,179,22,179.92,6.75,7.68,71,0.67,-2,14.73
6,28,179,23,179.96,6.35,7.48,71,0.67,-1,12.09
6,29,180,0,180,6.2,7.14,93,2.67,2,11.44
6,29,180,1,180.04,5.95,6.77,93,2.67,2,10.09
6,29,180,2,180.08,5.8,6.44,93,2.67,3,8.62
6,29,180,3,180.12,5.1,6.15,93,1.33,7,7.64
6,29,180,4,180.17,5,6.05,93,1.33,10,7.45
6,29,180,5,180.21,5.55,6.28,93,1.33,6,11.02
6,29,180,6,180.25,6.95,6.76,93,1,2,16.93
6,29,180,7,180.29,8.1,7.17,93,1,0,21.03
6,29,180,8,180.33,8.62,7.34,93,1,3,22.81
6,29,180,9,180.38,8.05,7.43,93,0.67,3,23.65
6,29,180,10,180.42,7.5,7.62,93,0.67,2,23.48
6,29,180,11,180.46,7.75,7.89,93,0.67,1,25.49
6,29,180,12,180.5,7.58,8.05,93,0.67,1,26.05
6,29,180,13,180.54,7.72,8.02,93,0.67,3,24.72
6,29,180,14,180.58,8.38,7.87,93,0.67,4,27.83
6,29,180,15,180.62,8.28,7.75,93,0.33,4,27.28
6,29,180,16,180.67,7.72,7.77,93,0.33,5,22.51
6,29,180,17,180.71,7.62,7.9,93,0.33,9,21.12
6,29,180,18,180.75,7.85,8,93,1.67,13,20.83
6,29,180,19,180.79,8.3,7.96,93,1.67,18,21.6
6,29,180,20,180.83,8.1,7.83,93,1.67,16,21.12
6,29,180,21,180.88,8.1,7.74,93,3,14,19.87
6,29,180,22,180.92,8.3,7.67,93,3,12,19.22
6,29,180,23,180.96,8.1,7.48,93,3,8,17.21
6,30,181,0,181,7.25,7.14,132,3,-2,15.44
6,30,181,1,181.04,6.6,6.77,132,3,-5,13.32
6,30,181,2,181.08,6.6,6.43,132,3,1,12.17
6,30,181,3,181.12,5.85,6.14,132,1,3,11.1
6,30,181,4,181.17,5.25,6.04,132,1,5,10.63
6,30,181,5,181.21,4.95,6.27,132,1,5,12.32
6,30,181,6,181.25,5.97,6.75,132,0.67,5,15.61
6,30,181,7,181.29,6.16,7.16,132,0.67,5,17.83
6,30,181,8,181.33,7.15,7.33,132,0.67,5,20.33
6,30,181,9,181.38,7.12,7.42,132,0.33,7,22.55
6,30,181,10,181.42,7.25,7.61,132,0.33,10,22.28
6,30,181,11,181.46,7.15,7.88,132,0.33,11,23.65
6,30,181,12,181.5,7.4,8.04,132,0.67,7,25.67
